country,mean_favour,std,ci95,p_value,n,significant
Canada,3.201865339875221,2.0228889632768245,0.19824311840112882,7.005914928189574e-111,400,True
Australia,2.3953419119119643,2.4050395419962207,0.23569387511562961,8.650194311203215e-62,400,True
Venezuela,0.8971561738848686,2.1776847636118943,0.21341310683396564,2.509085608822988e-15,400,True
Indonesia,0.7125569021701813,2.558803151896321,0.25076270888583946,4.704264016499582e-08,400,True
China,0.6056304988265038,2.7711167705645257,0.2715694435153235,1.579387352976083e-05,400,True
Japan,-0.47566272765398027,3.0609743770130518,0.29997548894727905,0.002019026881554714,400,True
France,-1.0189877074956895,2.924830855212472,0.28663342381082224,1.3367931481183368e-11,400,True
United Kingdom,-2.7723398041538894,2.2069970632027003,0.2162857121938646,3.3517717487131424e-84,400,True
United States,-3.54556058736518,2.0407955220203213,0.19999796115799148,9.821073573986425e-123,400,True
