country,mean_favour,std,ci95,p_value,n_clusters,p_adjusted,significant
Venezuela,0.618296185798136,0.15067841155640774,0.0819097175681003,4.548028069645473e-09,13,4.093225262680926e-08,True
Australia,0.10200227979816517,0.09361089775349367,0.050887463685629145,0.0020031693553925365,13,0.003004754033088805,True
China,0.05993653416682566,0.06941872636790462,0.037736449515222543,0.008969808377802497,13,0.010091034425027809,True
France,-0.006976275944141444,0.09357658942044644,0.05086881346333715,0.7926497162214424,13,0.7926497162214424,False
Canada,-0.1033712083286519,0.08025708977728595,0.043628250978967824,0.0005663144565612328,13,0.0010193660218102188,True
Indonesia,-0.11838719519497257,0.11982508346470859,0.06513765736436675,0.003907397435742897,13,0.005023796703098009,True
Japan,-0.1422765138562175,0.10550640370029678,0.05735393437886141,0.00039014495184728045,13,0.000877826141656381,True
United States,-0.16875578918008796,0.1018414954538839,0.05536166756189738,6.464552467599314e-05,13,0.0001939365740279794,True
United Kingdom,-0.2404680172590556,0.08462531223845624,0.0460028437582071,2.7543100727019914e-07,13,1.2394395327158961e-06,True
