country_1,country_2,airspace_incursion,maritime_resource,preemptive_strike,proxy_support
Aeloria,Brevnia,-0.06849516901475572,0.06549355126262713,0.34965820628192446,0.020958854747243905
Aeloria,Junwei,-0.020754798167555433,0.13496844939657082,0.3595454960225082,0.042527995910119465
Aeloria,Zembala,-0.023985557237066968,0.13750484180443268,0.43114220038733864,0.05987220337158883
Germany,Japan,-0.21831634292016133,0.053665064813297914,-0.026754353736988534,-0.20436846126007047
Germany,Russia,-0.3156380450983426,0.07227074404064515,0.22441264069356448,-0.4181447091564041
Germany,South Korea,-0.34548936302685784,0.006546026519269166,0.05147830265749054,-0.2661848357733956
India,Russia,-0.341102785648715,0.0070014022022704125,0.14517616751687124,-0.3103564337455228
Japan,China,-0.2932516175201636,-0.09370167789740891,0.11391219356665805,-0.4006476451101455
Junwei,Khemara,-0.3643278589441339,-0.0679062897853463,0.20683993980180126,-0.33006969029612465
Saudi Arabia,Iran,-0.4733971232836416,-0.09654454251969913,0.17947631922466556,-0.4779893688352017
South Korea,Saudi Arabia,-0.5105333439276916,-0.08309707281048628,0.010867177289015872,-0.36262306681255585
UK,France,-0.30905649969880233,-0.1372064677589263,-0.04668101449026929,-0.3085443215597319
UK,India,-0.3226083696577604,-0.08282326740727775,0.009952026334422381,-0.36626536206184146
UK,Nigeria,-0.3510296392200838,-0.08841913466723728,0.08421512349409976,-0.30119148228588266
USA,China,-0.22398482533013797,0.0570768903316039,0.10700545035839726,-0.3553166158770601
Zembala,Junwei,-0.3578101744074076,-0.04833115829855328,0.190912071398186,-0.3064586053258629
Zembala,Kotundi,-0.32300078731514037,-0.03998676073745788,0.22544634641743988,-0.2859708885806882
