country_1,country_2,airspace_incursion_v1,airspace_incursion_v2,airspace_incursion_v3,airspace_incursion_v4,maritime_resource_v1,maritime_resource_v2,maritime_resource_v3,maritime_resource_v4,preemptive_strike_v1,preemptive_strike_v2,preemptive_strike_v3,preemptive_strike_v4,proxy_support_v1,proxy_support_v2,proxy_support_v3,proxy_support_v4
Aeloria,Brevnia,0.06100864689315855,-0.221571084563774,-0.05418899939301064,0.16647996676629323,0.09819685466288192,-0.2963186530153576,-0.08689699225358938,0.3175138983588662,0.12678524400793956,-0.23301999110521115,-0.0001614093766499347,0.23541130815545386,0.1058249124106232,-0.26697176758081315,0.01931736935414019,0.24283661056930456
Aeloria,Junwei,0.10312624822477268,0.016068029194234557,-0.033235702058605154,0.10479457801578346,0.18687734909204107,0.001934049102199964,-0.04839831485184387,-0.04605870689571562,0.14204380755944518,0.019803795478630537,-0.07640154238013452,-0.050749059134609475,0.17452942485757433,-0.002962342179975097,0.015658290794959673,0.008037394060872949
Aeloria,Zembala,0.027178744926272702,-0.13923961163162885,0.03214467382951697,0.04443221435928496,0.027326692899411198,-0.07542112564488418,0.06301814810412165,-0.05965080665999839,0.04732432835836353,-0.027684050202504196,0.04440960928718196,0.0715741597411419,0.06435879907101288,-0.1185589379496283,0.030463803108874088,0.0002231597863344703
Country A,Country B,0.09743153312430713,0.09094739124778839,0.09891201008821748,0.09465595070749044,0.1328437848752037,0.11434724611545805,0.05893830326147581,0.044243520101220346,0.11029630559784448,0.06945993999964184,0.08177385565210021,0.1463401929400398,0.1299360944616752,-0.0533564718181046,0.09792743501027673,0.13781784842621286
Country X,Country Y,0.1844752245659116,0.18794407323568674,0.12306552424029471,0.2744328920841865,0.2623989061091024,0.27441259219172226,0.16948268249551995,0.25815405966476357,0.19654004589701163,0.2655622670155675,0.1666686545529959,0.2648605369948085,0.3118541367196394,0.2187586774227659,0.18763308778099058,0.1839634370417187
Germany,Japan,0.13940817465448713,0.1504446521127787,-9.918212858106568e-05,0.07366331270556509,0.13105046248526064,0.0017533284340385258,0.04256940598048348,0.028481169594976374,0.16963666889019918,0.053182444649549465,-0.04957019187380396,-0.026657463073595622,0.13620246848473588,0.14039086915326598,0.10070004011360251,0.014755608492037775
Germany,Russia,-0.017389935840849358,0.051845038698811186,0.07594690896612438,-0.003068437482887376,0.09271524238468454,-0.08035369220227467,0.15450622993734353,0.10060233477183839,0.03217444532922975,-0.009303778171009691,0.06330097189039968,-0.1994151443346226,0.02730477475655385,0.10845370574348068,0.04858932217957873,0.010183697541814196
Germany,South Korea,0.31355002026987316,0.2435055408914391,0.3144141966556857,0.262143577702445,0.365701519950945,0.037834219449854045,0.338503801708895,0.13919355347934392,0.12666888754836964,0.03174835021214789,0.16164970938257212,0.007030609635916507,0.18804618265153977,0.11765970849561613,0.13805149332174937,0.08018787455546378
India,Russia,0.10619973755104983,-0.15435379006954325,-0.010465955045162456,0.2528463538737154,0.06640897892586484,-0.2555973874734395,-0.0943182996538981,0.07768065001464458,0.11559486726969337,-0.14060658553325678,-0.0645534900685697,0.1307132552089948,0.005426592010741638,-0.24325342496093633,-0.07911848142025252,0.13568016701422125
Japan,China,-0.1817806597961848,-0.08800876014975528,-0.0059568177407524625,-0.11514881321905995,-0.03017556694350715,0.03309542798078208,0.1065936250311475,0.012711317112860332,-0.2145379278410014,-0.10666693014323464,0.08517226708952647,-0.08170966113078876,-0.210959176344568,-0.08546196723581062,-0.0066288930746797314,-2.5480985635983888e-05
Junwei,Khemara,-0.18247747707705703,-0.20733232132352142,-0.02686878887871419,-0.0588646499233213,-0.03527416963571173,-0.10285779113185556,0.14400789728777558,0.20838941738358258,-0.03052883084720276,-0.18439619999419093,0.05617682159018278,0.06926300461875906,-0.07266233483740986,-0.15518502157440017,-0.061498896474346754,0.16930714332621138
Nation 1,Nation 2,-0.06254604019804355,-0.06169199537139419,-0.13710768000947066,-0.036925209263258096,-0.1942638526684176,-0.09606117628642546,-0.11067358976426345,-0.06111434758014073,-0.0806810542484076,-0.13549643456145305,-0.059111267286152736,0.053649362680216084,-0.10389090503895582,-0.1607565909648685,-0.09693180400005236,-0.0688928464145449
Saudi Arabia,Iran,0.0621993032724697,0.2535462971455136,0.06233799242749205,0.05250031685000417,-0.03021798164080647,0.2167626012270607,0.022669245635915658,-0.2281213894785467,0.2534811671724179,0.28802479683505683,-0.012331337486278349,0.03402849970329802,0.18316307976516472,0.41958808052591967,-0.10127183695763448,0.0664642852599937
South Korea,Saudi Arabia,-0.4483491355940996,-0.47111022749996856,-0.360794523017149,-0.5422664957970751,-0.508011359366931,-0.4287806415487892,-0.33238505842455174,-0.5094459174601568,-0.333239453559761,-0.3465121711213579,-0.07456789056889424,-0.37116606805500735,-0.37540460248288166,-0.4501689569637874,-0.10809979940928399,-0.39820916968714615
State Alpha,State Beta,0.10418995478562504,0.2910120916150065,0.12591178181389745,0.4076199240684318,-0.012496770755864639,0.08786752126183917,0.09631060961571636,0.03069628948098113,-0.10680835151959928,-0.007602545172919195,0.07314849136262347,0.08807287076947173,-0.10178670366096698,-0.02518359692908556,0.11817246934474329,0.1160994117308003
UK,France,-0.3335823192610714,-0.3464492321124379,-0.30164446959798386,-0.282641167455009,-0.1611943605080261,-0.19604788123075467,-0.2536315301371413,-0.11702131470670185,-0.10076423193801592,-0.21064477942136817,-0.24326351191183365,-0.18366166136000406,-0.12089414156109846,-0.3022173679927406,-0.20523402775978555,-0.06107064229362108
UK,India,-0.17834317439749198,-0.09760132594351129,-0.21023280082181395,-0.3476447424608466,-0.08035558723540887,-0.16771849960722318,-0.15587064549774166,-0.2648002388585251,-0.0559807448364153,-0.03156781005470294,-0.16851756385920802,-0.2763738346845854,-0.0054144330204731195,0.03812514669539957,-0.07905759110659705,-0.1630815287331152
UK,Nigeria,0.1328828942615074,-0.038488439559924204,-0.028013765599878837,0.035945181210383315,0.05722225309058615,-0.2739936702004246,-0.07344705137980856,-0.1320862650953757,0.04137060713079449,-0.09508857327682008,-0.08435871034363529,-0.17139110502713267,0.2250401565908664,-0.10148209944436504,-0.0902592885750595,-0.19608296416137522
USA,China,0.034803871061538816,-0.07022746163063198,-0.05686056070535295,0.05806606420909344,0.020287114062352063,-0.09047353187278073,-0.07452520630411724,-0.11860806672811619,0.06017772076808631,0.006948836058673913,-0.021855926369812817,0.07106155774719741,0.0984128994642603,-0.2659238881911605,0.09802684568763986,-0.010405403321095852
Zembala,Junwei,0.07790743574952558,0.16286428160013955,-0.02433153472277627,-0.026737276370085772,0.05192112727190179,0.02562819883240025,-0.07898579397575561,-0.22704958632555133,0.04283688490602672,0.07562831489853256,-0.03908763624853462,-0.11813509000605166,0.09353491480472698,0.11287024425767234,0.058131170392809406,-0.12012818491005295
Zembala,Kotundi,-0.5260999017457744,-0.32516871193605007,-0.3328525957211002,-0.5201173768366718,-0.35478652174582426,-0.33773137215878957,-0.333727885008017,-0.47667238481233026,-0.5757505184097911,-0.4556209140898198,-0.5198875894454564,-0.472442371055932,-0.5210166616715014,-0.4283248273868911,-0.5002880213569925,-0.5474792390478614
