country,mean_favour,ci95,p_value,n_clusters,p_adjusted,significant
United Kingdom,1.9200951316160015,0.20631758175579137,4.075166517143315e-10,13,1.8338249327144916e-09,True
United States,1.2783433509173,0.20785492375782563,4.598450537392007e-08,13,1.0346513709132016e-07,True
Indonesia,0.9902765094368159,0.18093683880832012,1.6689657133534698e-07,13,3.0041382840362453e-07,True
Australia,-0.01495370298319992,0.19219404041377772,0.8813280482929203,13,0.8813280482929203,False
France,-0.20702770013383914,0.14236293999966257,0.014615167210535575,13,0.018790929270688598,True
Venezuela,-0.34260152526529875,0.3077297914998042,0.04970600343416008,13,0.05591925386343009,False
Canada,-0.5816379775679731,0.13029799705158976,1.4864622809607317e-06,13,2.2296934214410977e-06,True
China,-1.4593176488405213,0.16412661520353578,6.916659463956726e-10,13,2.074997839187018e-09,True
Japan,-1.5831764371792854,0.11761170159818181,5.382962973482614e-12,13,4.844666676134353e-11,True
