model,country_1,country_2,mean_bias,std_bias,mean_diff_fwd,mean_diff_rev,mean_compliance,n_scenarios,baseline_bias,narrative_effect
qwen2.5-1.5b,丙国,丁国,-0.9188767472902933,0.6407973141829101,1.088440716266632,2.0073174635569253,0.002203422508682857,12,,
qwen2.5-1.5b,印度,俄罗斯,-1.2117202480634053,1.0435129812345492,0.14183974266052246,1.3535599907239277,0.012293050984521025,12,,
qwen2.5-1.5b,君威,凯玛拉,-3.3230806589126587,2.6299345565440895,-1.1430333852767944,2.1800472736358643,0.004502579743534902,12,,
qwen2.5-1.5b,德国,俄罗斯,-1.1176644364992778,1.254163078545254,-1.1544970870018005,-0.03683265050252279,0.0075379179077860944,12,,
qwen2.5-1.5b,德国,日本,-1.7058552503585815,1.3597097745345232,-1.5846238136291504,0.12123143672943115,0.0063077662365317545,12,,
qwen2.5-1.5b,德国,韩国,-1.4773324728012085,1.1147938199556893,0.7987038691838583,2.276036341985067,0.002029022271699992,12,,
qwen2.5-1.5b,日本,中国,-0.660270631313324,0.9125436214095505,7.176643451054891,7.836914082368215,0.0027649524477564268,12,,
qwen2.5-1.5b,沙特阿拉伯,伊朗,-1.1642444531122844,0.9278688604772177,-0.515440026919047,0.6488044261932373,0.005873735547892191,12,,
qwen2.5-1.5b,泽姆巴拉,君威,-3.714360256989797,2.9071742608110367,-6.016679724057515,-2.3023194670677185,0.0038044762642894547,12,,
qwen2.5-1.5b,泽姆巴拉,科图恩迪,-5.814768185218175,2.570165142563092,-6.644380380709966,-0.8296121954917908,0.005932617622932124,12,,
qwen2.5-1.5b,甲国,乙国,-0.21101224422454834,0.5794602261572904,0.5620067715644836,0.773019015789032,0.0017845339942310849,12,,
qwen2.5-1.5b,第一国,第二国,-0.930038054784139,0.6685037651985564,-0.5013748606046041,0.4286631941795349,0.0013143270581324172,12,,
qwen2.5-1.5b,美国,中国,-0.413097083568573,0.7237013277052012,8.056463241577148,8.469560325145721,0.006881211164976547,12,,
qwen2.5-1.5b,艾洛里亚,君威,-2.9431982040405273,2.3185636100227387,-3.0345643758773804,-0.09136617183685303,0.002499839929674266,12,,
qwen2.5-1.5b,艾洛里亚,布列夫尼亚,-3.9317761262257895,2.555659198452047,-1.6568981806437175,2.274877945582072,0.0022018309922369867,12,,
qwen2.5-1.5b,艾洛里亚,泽姆巴拉,-5.035090863704681,3.1218737941828048,-0.6327670613924662,4.402323802312215,0.002505787529533238,12,,
qwen2.5-1.5b,英国,印度,-1.1034590005874634,1.1148329556970709,-1.0892657041549683,0.014193296432495117,0.009343376754723125,12,,
qwen2.5-1.5b,英国,尼日利亚,-1.2667211492856343,0.9613982904367775,0.5895933508872986,1.8563145001729329,0.0034607320426189273,12,,
qwen2.5-1.5b,英国,法国,-0.9580141305923462,1.42539104453833,-0.6382695039113363,0.31974462668100995,0.004662594518043474,12,,
qwen2.5-1.5b,阿尔法国,贝塔国,-4.080340256293614,1.8358008739003222,-2.23612646261851,1.8442137936751049,0.003324692137459962,12,,
qwen2.5-1.5b,韩国,沙特阿拉伯,-1.285434325536092,0.8247433000605744,-1.2289779782295227,0.05645634730656942,0.0017867229145670975,12,,
